麦当劳(延安西路站店),轨道交通三号线延安西路站3-108,0.0,130,158,12,9, 8.2, 8.3, 8.1, 25 
麦当劳(奥特莱斯店),沪青平公路2888号百联奥特莱斯C区2层215号,0.0,87,121,54,24, 7.6, 7.6, 7.6, 37 
麦当劳(IMAGO我格广场店),武宁路101号IMAGO我格广场B1层,1.0,11,15,0,2, 7.6, 7.8, 7.4,-
麦当劳(万辉国际店),虹梅南路855号临,1.0,20,21,1,0, 7.6, 7.6, 7.6, 25 
麦当劳(青浦店),青安路55-59号,1.0,49,84,25,12, 7.5, 7.5, 7.5, 24 
麦当劳(梅川店),梅川路1350号,1.0,250,325,104,64, 7.3, 7.4, 7.2, 29 
麦当劳(大融城店),"裕民南路68弄1号2号楼1层114、115室,2层214室",1.0,121,171,3,13, 7.7, 8.0, 7.8, 31 
麦当劳(天山百盛店),天山路789-889号百盛优客城市广场西楼1F,1.0,339,442,147,89, 7.7, 7.7, 7.6, 26 
麦当劳(中原路店),中原路126号,1.0,338,527,139,110, 7.7, 7.9, 7.5, 31 
麦当劳(北广场店),闸北区中兴路1646号,0.0,27,35,4,11, 7.7, 7.8, 7.8, 30 
麦当劳(福泉路店),金钟路631弄3号楼105室,0.0,187,258,56,37, 8.0, 7.8, 7.6, 31 
麦当劳(梅家浜路DT店),梅家浜路800弄1号,1.0,36,59,3,4, 8.1, 8.3, 7.9, 30 
麦当劳(巨峰路店),巨峰路1058弄2号,1.0,118,198,39,61, 7.8, 7.9, 7.4, 32 
麦当劳(江湾镇店),地铁三号线江湾镇站1楼,1.0,210,317,117,74, 7.5, 7.5, 7.3, 28 
麦当劳(嘉亭荟城市生活广场店),墨玉南路1033-1099号嘉亭荟城市生活广场1层,1.0,116,193,32,37, 7.7, 8.0, 7.6, 23 
麦当劳(七宝万科店),漕宝路3366号一层L150B号单元,1.0,41,58,5,6, 8.2, 8.3, 8.5, 26 
麦当劳(长泰广场店),金科路2889号长泰广场西区1层,1.0,237,331,85,54, 7.8, 7.9, 7.7, 28 
麦当劳(秣陵路店),秣陵路258号友谊商城B1楼,1.0,112,129,61,49, 7.6, 7.4, 7.4, 26 
麦当劳(九亭镇店),九亭镇沪亭北路637弄3-4号647/649,1.0,61,131,42,53, 7.1, 7.1, 6.8, 27 
麦当劳(杨高南路店),杨高南路1126号,1.0,83,125,49,43, 7.4, 7.3, 7.1, 39 
麦当劳(上海高岛屋百货店),虹桥路1438号上海高岛屋百货B1层,0.0,149,158,28,19, 8.1, 8.1, 7.9, 23 
麦当劳(安信商业广场店),牡丹江路1211-1258号安信商业广场A区1层,1.0,128,248,83,64, 7.4, 7.4, 7.2, 26 
麦当劳(怡丰城店),七莘路1507号怡丰城B1层,1.0,171,199,17,13, 8.3, 7.7, 7.8, 27 
麦当劳(虹桥火车站店),虹桥火车站候车厅楼上商铺JC-B2幢,0.0,98,117,91,60, 7.2, 7.1, 6.9, 36 
麦当劳(星空广场店),虹桥路1665号星空广场2层,1.0,311,378,98,54, 8.1, 8.1, 7.9, 25 
麦当劳(吴中路店),吴中路1218号,1.0,109,162,44,49, 7.0, 7.2, 7.0, 27 
麦当劳(华宁弘基生活中心店),宣化路300号华宁弘基生活中心1层,1.0,286,345,81,52, 7.9, 8.0, 7.7, 28 
麦当劳(颛桥万达店),都市路2700号万达广场3号门1楼1026B，1026C,1.0,33,42,3,2, 8.3, 8.5, 8.3, 25 
麦当劳(九亭MTR店),轨道九号线九亭地铁站,1.0,68,93,16,14, 8.0, 8.1, 7.6, 21 
麦当劳(月浦华联店),月浦镇德都路285号1层,1.0,4,6,1,3, 7.0, 7.2, 7.2,-
麦当劳(临空餐厅),金钟路968号凌空SOHOB1层9-21商铺,0.0,109,106,19,9, 7.7, 7.9, 7.8, 23 
麦当劳(沪宜加油站DT店),沪宜公路3145号,1.0,79,169,12,13, 7.8, 8.4, 7.8, 32 
麦当劳,万荣路777号大宁音乐广场B1层31,1.0,218,296,47,34, 7.9, 8.0, 7.7, 35 
麦当劳(华新DT店),华新镇华志路789号,1.0,20,44,1,4, 7.6, 7.6, 7.6, 27 
麦当劳(新上海城店),遵义路100号虹桥南丰城南区L101,1.0,166,266,84,62, 7.3, 7.3, 7.0, 29 
麦当劳(闸北公园店),洛川东路500号,1.0,246,393,142,102, 7.5, 7.4, 7.3, 32 
麦当劳(逸仙路店),殷高路159号,1.0,32,38,2,6, 8.0, 8.2, 8.1, 28 
麦当劳(环球港店),中山北路3300号环球港B2层B2001,0.0,204,259,30,23, 8.2, 7.9, 8.0, 27 
麦当劳(虹桥高铁出发层北店),虹桥火车站3层,0.0,129,122,59,53, 7.3, 7.1, 7.2, 43 
麦当劳(近铁城市广场店),真北路818号近铁城市广场北区B2层04,0.0,298,350,65,70, 8.0, 8.0, 7.9, 26 
