up主你骗人，昨天看完你的视频，今天我去买了，我的套餐里没有鸡排，而且居然是33块钱，差那么多，说，德克士给了你多少广告费,1536135640.0,655.0,5.0,男,暴走七月,4.0,0.0
讲个笑话，我这市区一个肯德基开了快十年，然后被华莱士+藏宝+德克士+德州炸鸡各种围观，倒闭了。别说搬地址了我不知道，我这边麦当劳肯德基标配是一家对一家，现在麦当劳有重新装修开业了～,1536127697.0,653.0,3.0,男,星空skypu,4.0,0.0
德克士那个真的巨大…也是真的好吃,1536088888.0,649.0,3.0,保密,北渊ZOEY,4.0,1.0
德克士的脆皮炸鸡和肯德基的吮指原味鸡都不错，以前肯德基也有脆皮炸鸡的，不知道为啥现在没了,1536087152.0,648.0,0.0,保密,固执吐司,4.0,4.0
深圳这边我怎么没看到过德克士。。。。,1536077385.0,646.0,1.0,保密,翘毛先生,5.0,0.0
这UP主怕真的是第一次吃德克士吧,1536075626.0,645.0,7.0,男,CHIVASGY,4.0,0.0
到底是华莱士还是德克士广告,1536062049.0,638.0,1.0,男,滨海山崎永不止步,5.0,0.0
为什么我这边没有德克士 只有麦当劳肯德基贵得一匹,1536060608.0,636.0,0.0,保密,柒舰丶,3.0,0.0
德克士个人感觉里面菠萝堡最好吃啦,1536047737.0,630.0,1.0,保密,Su深谙,4.0,1.0
其实说真的，我还是很怀念德克士的，之前在四川读书，经常去吃炸鸡腿，尤其是买一送一的活动，店里百分百爆满的！可是为什么在东莞我家这边有M记，白发老爷子，华莱士都有，就是没有德克士啊！！！！,1536035328.0,625.0,2.0,男,時緔旳野兽,5.0,0.0
汉堡王东西最好吃！比肯德基麦当劳德克士必胜客（华莱士，桥头排骨，还有一只炸鸡，什么炸炸）都好吃~无论汉堡还是小吃/常年吃外卖，我保证,1536023160.0,622.0,3.0,保密,折梅逢驿使,4.0,4.0
德克士我只喜欢吃菠萝汉堡,1536019160.0,621.0,1.0,保密,liyaochanLV,4.0,0.0
喜欢德克士菠萝堡,1536012599.0,618.0,0.0,男,蒋林川,4.0,0.0
看见你们都喜欢德克士我也就放心了,1536007425.0,617.0,0.0,女,lo_默渣渣,4.0,1.0
我觉得德克士鸡腿超好吃 很嫩又多汁,1535991440.0,613.0,8.0,保密,我滴个彤啊,4.0,0.0
德克士难吃又贵，相对别的牌子,1535984191.0,609.0,7.0,保密,托尼-老师,4.0,0.0
明天就去全家培训了，才知道德克士和全家都是一家企业。。希望培训不要太恐怖。。,1535981167.0,605.0,0.0,男,尼古拉斯小黄桑,5.0,0.0
我感觉德克士太油了(〜￣△￣)〜而且类比下来德克士算便宜的吧？,1535978903.0,603.0,0.0,男,小星祀,4.0,0.0
我感觉德克士比肯德基好吃，麦当劳直接不吃~价格还行吧，我是上海地区，要知道不能只看物品本身价格，还得算上房租水电，员工工资等等，综合来说价格并不算贵。,1535970112.0,599.0,5.0,保密,我草起个名字这么难,4.0,3.0
这个炸排腿10或者12，不是德克士的，就是一般的路边炸鸡或者是沃尔玛里那种,1535957599.0,596.0,0.0,男,紫泫丶,3.0,0.0
